index,keywordsvec,Freq
1791,1139,1
1792,11390,1
1793,11391,1
1794,11392,1
1795,11393,1
1796,11394,1
1797,11395,1
1798,11396,1
1799,11397,1
1800,11398,1
1801,11399,1
1802,114,1
1803,1140,1
1804,11400,1
1805,11401,1
1806,11402,1
1807,11403,1
1808,11404,1
1809,11405,1
1810,11406,1
1811,11407,1
1812,11408,1
1813,11409,1
1814,1141,1
1815,11410,1
1816,11411,1
1817,11412,1
1818,11413,1
1819,11414,1
1820,11415,1
1821,11416,1
1822,11417,1
1823,11418,1
1824,11419,1
1825,1142,1
1826,11420,1
1827,11421,1
1828,11422,1
1829,11423,1
1830,11424,1
1831,11425,1
1832,11426,1
1833,11427,1
1834,11428,1
1835,11429,1
1836,1143,1
1837,11430,1
1838,11431,1
1839,11432,1
1840,11433,1
1841,11434,1
1842,11435,1
1843,11436,1
1844,11437,1
1845,11438,1
1846,11439,1
1847,1144,1
1848,11440,1
1849,11441,1
1850,11442,1
1851,11443,1
1852,11444,1
1853,11445,1
1854,11446,1
1855,11447,1
1856,11448,1
1857,11449,1
1858,1145,1
1859,11450,1
1860,11451,1
1861,11452,1
1862,11453,1
1863,11454,1
1864,11455,1
1865,11456,1
1866,11457,1
1867,11458,1
1868,11459,1
1869,1146,1
1870,11460,1
1871,11461,1
1872,11462,1
1873,11463,1
1874,11464,1
1875,11465,1
1876,11466,1
1877,11467,1
1878,11468,1
1879,11469,1
1880,1147,1
1881,11470,1
1882,11471,1
1883,11472,1
1884,11473,1
1885,11474,1
1886,11475,1
1887,11476,1
1888,11477,1
1889,11478,1
1890,11479,1
1891,1148,1
1892,11480,1
1893,11481,1
1894,11482,1
1895,11483,1
1896,11484,1
1897,11485,1
1898,11486,1
1899,11487,1
1900,11488,1
1901,11489,1
1902,1149,1
1903,11490,1
1904,11491,1
1905,11492,1
1906,11493,1
1907,11494,1
1908,11495,1
1909,11496,1
1910,11497,1
1911,11498,1
1912,11499,1
1914,1150,1
1915,11500,1
1916,11501,1
1917,11502,1
1918,11503,1
1919,11504,1
1920,11505,1
1921,11506,1
1922,11507,1
1923,11508,1
1924,11509,1
1925,1151,1
1926,11510,1
1927,11511,1
1928,11512,1
1929,11513,1
1930,11514,1
1931,11515,1
1932,11516,1
1933,11517,1
1934,11518,1
1935,11519,1
1936,1152,1
1937,11520,1
1938,11521,1
1939,11522,1
1940,11523,1
1941,11524,1
1942,11525,1
1943,11526,1
1944,11527,1
1945,11528,1
1946,11529,1
1947,1153,1
1948,11530,1
1949,11531,1
1950,11532,1
1951,11533,1
1952,11534,1
1953,11535,1
1954,11536,1
1955,11537,1
1956,11538,1
1957,11539,1
1958,1154,1
1959,11540,1
1960,11541,1
1961,11542,1
1962,11543,1
1963,11544,1
1964,11545,1
1965,11546,1
1966,11547,1
1967,11548,1
1968,11549,1
1969,1155,1
1970,11550,1
1971,11551,1
1972,11552,1
1973,11553,1
1974,11554,1
1975,11555,1
1976,11556,1
1977,11557,1
1978,11558,1
1979,11559,1
1980,1156,1
1981,11560,1
1982,11561,1
1983,11562,1
1984,11563,1
1985,11564,1
1986,11565,1
1987,11566,1
1988,11567,1
1989,11568,1
1990,11569,1
1991,1157,1
1992,11570,1
1993,11571,1
1994,11572,1
1995,11573,1
1996,11574,1
1997,11575,1
1998,11576,1
1999,11577,1
2000,11578,1
2001,11579,1
2002,1158,1
2003,11580,1
2004,11581,1
2005,11582,1
2006,11583,1
2007,11584,1
2008,11585,1
2009,11586,1
2010,11587,1
2011,11588,1
2012,11589,1
2013,1159,1
2014,11590,1
2015,11591,1
2016,11592,1
2017,11593,1
2018,11594,1
2019,11595,1
2020,11596,1
2021,11597,1
2022,11598,1
2023,11599,1
2024,116,1
2025,1160,1
2026,11600,1
2027,11601,1
2028,11602,1
2029,11603,1
2030,11604,1
2031,11605,1
2032,11606,1
2033,11607,1
2034,11608,1
2035,11609,1
2036,1161,1
2037,11610,1
2038,11611,1
2039,11612,1
2040,11613,1
2041,11614,1
2042,11615,1
2043,11616,1
2044,11617,1
2045,11618,1
2046,11619,1
2047,1162,1
2048,11620,1
2049,11621,1
2050,11622,1
2051,11623,1
2052,11624,1
2053,11625,1
2054,11626,1
2055,11627,1
2056,11628,1
2057,11629,1
2058,1163,1
2059,11630,1
2060,11631,1
2061,11632,1
2062,11633,1
2063,11634,1
2064,11635,1
2065,11636,1
2066,11637,1
2067,11638,1
2068,11639,1
2069,1164,1
2070,11640,1
2071,11641,1
2072,11642,1
2073,11643,1
2074,11644,1
2075,11645,1
2076,11646,1
2077,11647,1
2078,11648,1
2079,11649,1
2080,1165,1
2081,11650,1
2082,11651,1
2083,11652,1
2084,11653,1
2085,11654,1
2086,11655,1
2087,11656,1
2088,11657,1
2089,11658,1
2090,11659,1
2091,1166,1
2092,11660,1
2093,11661,1
2094,11662,1
2095,11663,1
2096,11664,1
2097,11665,1
2098,11666,1
2099,11667,1
2100,11668,1
2101,11669,1
2102,1167,1
2103,11670,1
2104,11671,1
2105,11672,1
2106,11673,1
2107,11674,1
2108,11675,1
2109,11676,1
2110,11677,1
2111,11678,1
2112,11679,1
2113,1168,1
2114,11680,1
2115,11681,1
2116,11682,1
2117,11683,1
2118,11684,1
2119,11685,1
2120,11686,1
2121,11687,1
2122,11688,1
2123,11689,1
2124,1169,1
2125,11690,1
2126,11691,1
2127,11692,1
2128,11693,1
2129,11694,1
2130,11695,1
2131,11696,1
2132,11697,1
2133,11698,1
2134,11699,1
2135,117,1
2136,1170,1
2137,11700,1
2138,11701,1
2139,11702,1
2140,11703,1
2141,11704,1
2142,11705,1
2143,11706,1
2144,11707,1
2145,11708,1
2146,11709,1
2147,1171,1
2148,11710,1
2149,11711,1
2150,11712,1
2151,11713,1
2152,11714,1
2153,11715,1
2154,11716,1
2155,11717,1
2156,11718,1
2157,11719,1
2158,1172,1
2159,11720,1
2160,11721,1
2161,11722,1
2162,11723,1
2163,11724,1
2164,11725,1
2165,11726,1
2166,11727,1
2167,11728,1
2168,11729,1
2169,1173,1
2170,11730,1
2171,11731,1
2172,11732,1
2173,11733,1
2174,11734,1
2175,11735,1
2176,11736,1
2177,11737,1
2178,11738,1
2179,11739,1
2180,1174,1
2181,11740,1
2182,11741,1
2183,11742,1
2184,11743,1
2185,11744,1
2186,11745,1
2187,11746,1
2188,11747,1
2189,11748,1
2190,11749,1
2191,1175,1
2192,11750,1
2193,11751,1
2194,11752,1
2195,11753,1
2196,11754,1
2197,11755,1
2198,11756,1
2199,11757,1
2200,11758,1
2201,11759,1
2202,1176,1
2203,11760,1
2204,11761,1
2205,11762,1
2206,11763,1
2207,11764,1
2208,11765,1
2209,11766,1
2210,11767,1
2211,11768,1
2212,11769,1
2213,1177,1
2214,11770,1
2215,11771,1
2216,11772,1
2217,11773,1
2218,11774,1
2219,11775,1
2220,11776,1
2221,11777,1
2222,11778,1
2223,11779,1
2224,1178,1
2225,11780,1
2226,11781,1
2227,11782,1
2228,11783,1
2229,11784,1
2230,11785,1
2231,11786,1
2232,11787,1
2233,11788,1
2234,11789,1
2235,1179,1
2236,11790,1
2237,11791,1
2238,11792,1
2239,11793,1
2240,11794,1
2241,11795,1
2242,11796,1
2243,11797,1
2244,11798,1
2245,11799,1
2246,118,1
2247,1180,1
2248,11800,1
2249,11801,1
2250,11802,1
2251,11803,1
2252,11804,1
2253,11805,1
2254,11806,1
2255,11807,1
2256,11808,1
2257,11809,1
2258,1181,1
2259,11810,1
2260,11811,1
2261,11812,1
2262,11813,1
2263,11814,1
2264,11815,1
2265,11816,1
2266,11817,1
2267,11818,1
2268,11819,1
2269,1182,1
2270,11820,1
2271,11821,1
2272,11822,1
2273,11823,1
2274,11824,1
2275,11825,1
2276,11826,1
2277,11827,1
2278,11828,1
2279,11829,1
2280,1183,1
2281,11830,1
2282,11831,1
2283,11832,1
2284,11833,1
2285,11834,1
2286,11835,1
2287,11836,1
2288,11837,1
2289,11838,1
2290,11839,1
2291,1184,1
2292,11840,1
2293,11841,1
2294,11842,1
2295,11843,1
2296,11844,1
2297,11845,1
2298,11846,1
2299,11847,1
2300,11848,1
2301,11849,1
2302,1185,1
2303,11850,1
2304,11851,1
2305,11852,1
2306,11853,1
2307,11854,1
2308,11855,1
2309,11856,1
2310,11857,1
2311,11858,1
2312,11859,1
2313,1186,1
2314,11860,1
2315,11861,1
2316,11862,1
2317,11863,1
2318,11864,1
2319,11865,1
2320,11866,1
2321,11867,1
2322,11868,1
2323,11869,1
2324,1187,1
2325,11870,1
2326,11871,1
2327,11872,1
2328,11873,1
2329,11874,1
2330,11875,1
2331,11876,1
2332,11877,1
2333,11878,1
2334,11879,1
2335,1188,1
2336,11880,1
2337,11881,1
2338,11882,1
2339,11883,1
2340,11884,1
2341,11885,1
2342,11886,1
2343,11887,1
2344,11888,1
2345,11889,1
2346,1189,1
2347,11890,1
2348,11891,1
2349,11892,1
2350,11893,1
2351,11894,1
2352,11895,1
2353,11896,1
2354,11897,1
2355,11898,1
2356,11899,1
2357,119,1
2358,1190,1
2359,11900,1
2360,11901,1
2361,11902,1
2362,11903,1
2363,11904,1
2364,11905,1
2365,11906,1
2366,11907,1
2367,11908,1
2368,11909,1
2369,1191,1
2370,11910,1
2371,11911,1
2372,11912,1
2373,11913,1
2374,11914,1
2375,11915,1
2376,11916,1
2377,11917,1
2378,11918,1
2379,11919,1
2380,1192,1
2381,11920,1
2382,11921,1
2383,11922,1
2384,11923,1
2385,11924,1
2386,11925,1
2387,11926,1
2388,11927,1
2389,11928,1
2390,11929,1
2391,1193,1
2392,11930,1
2393,11931,1
2394,11932,1
2395,11933,1
2396,11934,1
2397,11935,1
2398,11936,1
2399,11937,1
2400,11938,1
2401,11939,1
2402,1194,1
2403,11940,1
2404,11941,1
2405,11942,1
2406,11943,1
2407,11944,1
2408,11945,1
2409,11946,1
2410,11947,1
2411,11948,1
2412,11949,1
2413,1195,1
2414,11950,1
2415,11951,1
2416,11952,1
2417,11953,1
2418,11954,1
2419,11955,1
2420,11956,1
2421,11957,1
2422,11958,1
2423,11959,1
2424,1196,1
2425,11960,1
2426,11961,1
2427,11962,1
2428,11963,1
2429,11964,1
2430,11965,1
2431,11966,1
2432,11967,1
2433,11968,1
2434,11969,1
2435,1197,1
2436,11970,1
2437,11971,1
2438,11972,1
2439,11973,1
2440,11974,1
2441,11975,1
2442,11976,1
2443,11977,1
2444,11978,1
2445,11979,1
2446,1198,1
2447,11980,1
2448,11981,1
2449,11982,1
2450,11983,1
2451,11984,1
2452,11985,1
2453,11986,1
2454,11987,1
2455,11988,1
2456,11989,1
2458,11990,1
2459,11991,1
2460,11992,1
2461,11993,1
2462,11994,1
2463,11995,1
2464,11996,1
2465,11997,1
2466,11998,1
2467,11999,1
2469,120,1
2470,1200,1
2471,12000,1
2472,12001,1
2473,12002,1
2474,12003,1
2475,12004,1
2476,12005,1
2477,12006,1
2478,12007,1
2479,12008,1
2480,12009,1
2482,12010,1
2483,12011,1
2484,12012,1
2485,12013,1
2486,12014,1
2487,12015,1
2488,12016,1
2489,12017,1
2490,12018,1
2491,12019,1
2492,1202,1
2493,12020,1
2494,12021,1
2495,12022,1
2496,12023,1
2497,12024,1
2498,12025,1
2499,12026,1
2500,12027,1
2501,12028,1
2502,12029,1
2503,1203,1
2504,12030,1
2505,12031,1
2506,12032,1
2507,12033,1
2508,12034,1
2509,12035,1
2510,12036,1
2511,12037,1
2512,12038,1
2513,12039,1
2514,1204,1
2515,12040,1
2516,12041,1
2517,12042,1
2518,12043,1
2519,12044,1
2520,12045,1
2521,12046,1
2522,12047,1
2523,12048,1
2524,12049,1
2525,1205,1
2526,12050,1
2527,12051,1
2528,12052,1
2529,12053,1
2530,12054,1
2531,12055,1
2532,12056,1
2533,12057,1
2534,12058,1
2535,12059,1
2536,1206,1
2537,12060,1
2538,12061,1
2539,12062,1
2540,12063,1
2541,12064,1
2542,12065,1
2543,12066,1
2544,12067,1
2545,12068,1
2546,12069,1
2547,1207,1
2548,12070,1
2549,12071,1
2550,12072,1
2551,12073,1
2552,12074,1
2553,12075,1
2554,12076,1
2555,12077,1
2556,12078,1
2557,12079,1
2558,1208,1
2559,12080,1
2560,12081,1
2561,12082,1
2562,12083,1
2563,12084,1
2564,12085,1
2565,12086,1
2566,12087,1
2567,12088,1
2568,12089,1
2570,12090,1
2571,12091,1
2572,12092,1
2573,12093,1
2574,12094,1
2575,12095,1
2576,12096,1
2577,12097,1
2578,12098,1
2579,12099,1
2580,121,1
2581,1210,1
2582,12100,1
2583,12101,1
2584,12102,1
2585,12103,1
2586,12104,1
2587,12105,1
2588,12106,1
2589,12107,1
2590,12108,1
2591,12109,1
2592,1211,1
2593,12110,1
2594,12111,1
2595,12112,1
2596,12113,1
2597,12114,1
2598,12115,1
2599,12116,1
2600,12117,1
2601,12118,1
2602,12119,1
2603,1212,1
2604,12120,1
2605,12121,1
2606,12122,1
2607,12123,1
2608,12124,1
2609,12125,1
2610,12126,1
2611,12127,1
2612,12128,1
2613,12129,1
2614,1213,1
2615,12130,1
2616,12131,1
2617,12132,1
2618,12133,1
2619,12134,1
2620,12135,1
2621,12136,1
2622,12137,1
2623,12138,1
2624,12139,1
2625,1214,1
2626,12140,1
2627,12141,1
2628,12142,1
2629,12143,1
2630,12144,1
2631,12145,1
2632,12146,1
2633,12147,1
2634,12148,1
2635,12149,1
2636,1215,1
2637,12150,1
2638,12151,1
2639,12152,1
2640,12153,1
2641,12154,1
2642,12155,1
2643,12156,1
2644,12157,1
2645,12158,1
2646,12159,1
2647,1216,1
2648,12160,1
2649,12161,1
2650,12162,1
2651,12163,1
2652,12164,1
2653,12165,1
2654,12166,1
2655,12167,1
2656,12168,1
2657,12169,1
2658,1217,1
2659,12170,1
2660,12171,1
2661,12172,1
2662,12173,1
2663,12174,1
2664,12175,1
2665,12176,1
2666,12177,1
2667,12178,1
2668,12179,1
2669,1218,1
2670,12180,1
2671,12181,1
2672,12182,1
2673,12183,1
2674,12184,1
2675,12185,1
2676,12186,1
2677,12187,1
2678,12188,1
2679,12189,1
2680,1219,1
2681,12190,1
2682,12191,1
2683,12192,1
2684,12193,1
2685,12194,1
2686,12195,1
2687,12196,1
2688,12197,1
2689,12198,1
2690,12199,1
2691,122,1
2692,1220,1
2693,12200,1
2694,12201,1
2695,12202,1
2696,12203,1
2697,12204,1
2698,12205,1
2699,12206,1
2700,12207,1
2701,12208,1
2702,12209,1
2703,1221,1
2704,12210,1
2705,12211,1
2706,12212,1
2707,12213,1
2708,12214,1
2709,12215,1
2710,12216,1
2711,12217,1
2712,12218,1
2713,12219,1
2714,1222,1
2715,12220,1
2716,12221,1
2717,12222,1
2718,12223,1
2719,12224,1
2720,12225,1
2721,12226,1
2722,12227,1
2723,12228,1
2724,12229,1
2725,1223,1
2726,12230,1
2727,12231,1
2728,12232,1
2729,12233,1
2730,12234,1
2731,12235,1
2732,12236,1
2733,12237,1
2734,12238,1
2735,12239,1
2736,1224,1
2737,12240,1
2738,12241,1
2739,12242,1
2740,12243,1
2741,12244,1
2742,12245,1
2743,12246,1
2744,12247,1
2745,12248,1
2746,12249,1
2747,1225,1
2748,12250,1
2749,12251,1
2750,12252,1
2751,12253,1
2752,12254,1
2753,12255,1
2754,12256,1
2755,12257,1
2756,12258,1
2757,12259,1
2758,1226,1
2759,12260,1
2760,12261,1
2761,12262,1
2762,12263,1
2763,12264,1
2764,12265,1
2765,12266,1
2766,12267,1
2767,12268,1
2768,12269,1
2769,1227,1
2770,12270,1
2771,12271,1
2772,12272,1
2773,12273,1
2774,12274,1
2775,12275,1
2776,12276,1
2777,12277,1
2778,12278,1
2779,12279,1
2780,1228,1
2781,12280,1
2782,12281,1
2783,12282,1
2784,12283,1
2785,12284,1
2786,12285,1
2787,12286,1
2788,12287,1
2789,12288,1
2790,12289,1
2791,1229,1
2792,12290,1
2793,12291,1
2794,12292,1
2795,12293,1
2796,12294,1
2797,12295,1
2798,12296,1
2799,12297,1
2800,12298,1
2801,12299,1
2802,123,1
2803,1230,1
2804,12300,1
2805,12301,1
2806,12302,1
2807,12303,1
2808,12304,1
2809,12305,1
2810,12306,1
2811,12307,1
2812,12308,1
2813,12309,1
2814,1231,1
2815,12310,1
2816,12311,1
2817,12312,1
2818,12313,1
2819,12314,1
2820,12315,1
2821,12316,1
2822,12317,1
2823,12318,1
2824,12319,1
2825,1232,1
2826,12320,1
2827,12321,1
2828,12322,1
2829,12323,1
2830,12324,1
2831,12325,1
2832,12326,1
2833,12327,1
2834,12328,1
2835,12329,1
2836,1233,1
2837,12330,1
2838,12331,1
2839,12332,1
2840,12333,1
2841,12334,1
2842,12335,1
2843,12336,1
2844,12337,1
2845,12338,1
2846,12339,1
2847,1234,1
2848,12340,1
2849,12341,1
2850,12342,1
2851,12343,1
2852,12344,1
2853,12345,1
2854,12346,1
2855,12347,1
2856,12348,1
2857,12349,1
2858,1235,1
2859,12350,1
2860,12351,1
2861,12352,1
2862,12353,1
2863,12354,1
2864,12355,1
2865,12356,1
2866,12357,1
2867,12358,1
2868,12359,1
2869,1236,1
2870,12360,1
2871,12361,1
2872,12362,1
2873,12363,1
2874,12364,1
2875,12365,1
2876,12366,1
2877,12367,1
2878,12368,1
2879,12369,1
2880,1237,1
2881,12370,1
2882,12371,1
2883,12372,1
2884,12373,1
2885,12374,1
2886,12375,1
2887,12376,1
2888,12377,1
2889,12378,1
2890,12379,1
2891,1238,1
2892,12380,1
2893,12381,1
2894,12382,1
2895,12383,1
2896,12384,1
2897,12385,1
2898,12386,1
2899,12387,1
2900,12388,1
2901,12389,1
2902,1239,1
2903,12390,1
2904,12391,1
2905,12392,1
2906,12393,1
2907,12394,1
2908,12395,1
2909,12396,1
2910,12397,1
2911,12398,1
2912,12399,1
2914,1240,1
2915,12400,1
2916,12401,1
2917,12402,1
2918,12403,1
2919,12404,1
2920,12405,1
2921,12406,1
2922,12407,1
2923,12408,1
2924,12409,1
2925,1241,1
2926,12410,1
2927,12411,1
2928,12412,1
2929,12413,1
2930,12414,1
2931,12415,1
2932,12416,1
2933,12417,1
2934,12418,1
2935,12419,1
2936,1242,1
2937,12420,1
2938,12421,1
2939,12422,1
2940,12423,1
2941,12424,1
2942,12425,1
2943,12426,1
2944,12427,1
2945,12428,1
2946,12429,1
2947,1243,1
2948,12430,1
2949,12431,1
2950,12432,1
2951,12433,1
2952,12434,1
2953,12435,1
2954,12436,1
2955,12437,1
2956,12438,1
2957,12439,1
2958,1244,1
2959,12440,1
2960,12441,1
2961,12442,1
2962,12443,1
2963,12444,1
2964,12445,1
2965,12446,1
2966,12447,1
2967,12448,1
2968,12449,1
2969,1245,1
2970,12450,1
2971,12451,1
2972,12452,1
2973,12453,1
2974,12454,1
2975,12455,1
2976,12456,1
2977,12457,1
2978,12458,1
2979,12459,1
2980,1246,1
2981,12460,1
2982,12461,1
2983,12462,1
2984,12463,1
2985,12464,1
2986,12465,1
2987,12466,1
2988,12467,1
2989,12468,1
2990,12469,1
2991,1247,1
2992,12470,1
2993,12471,1
2994,12472,1
2995,12473,1
2996,12474,1
2997,12475,1
2998,12476,1
2999,12477,1
3000,12478,1
3001,12479,1
3002,1248,1
3003,12480,1
3004,12481,1
3005,12482,1
3006,12483,1
3007,12484,1
3008,12485,1
3009,12486,1
3010,12487,1
3011,12488,1
3012,12489,1
3013,1249,1
3014,12490,1
3015,12491,1
3016,12492,1
3017,12493,1
3018,12494,1
3019,12495,1
3020,12496,1
3021,12497,1
3022,12498,1
3023,12499,1
3025,1250,1
3026,12500,1
3027,12501,1
3028,12502,1
3029,12503,1
3030,12504,1
3031,12505,1
3032,12506,1
3033,12507,1
3034,12508,1
3035,12509,1
3036,1251,1
3037,12510,1
3038,12511,1
3039,12512,1
3040,12513,1
3041,12514,1
3042,12515,1
3043,12516,1
3044,12517,1
3045,12518,1
3046,12519,1
3047,1252,1
3048,12520,1
3049,12521,1
3050,12522,1
3051,12523,1
3052,12524,1
3053,12525,1
3054,12526,1
3055,12527,1
3056,12528,1
3057,12529,1
3058,1253,1
3059,12530,1
3060,12531,1
3061,12532,1
3062,12533,1
3063,12534,1
3064,12535,1
3065,12536,1
3066,12537,1
3067,12538,1
3068,12539,1
3069,1254,1
3070,12540,1
3071,12541,1
3072,12542,1
3073,12543,1
3074,12544,1
3075,12545,1
3076,12546,1
3077,12547,1
3078,12548,1
3079,12549,1
3080,1255,1
3081,12550,1
3082,12551,1
3083,12552,1
3084,12553,1
3085,12554,1
3086,12555,1
3087,12556,1
3088,12557,1
3089,12558,1
3090,12559,1
3091,1256,1
3092,12560,1
3093,12561,1
3094,12562,1
3095,12563,1
3096,12564,1
3097,12565,1
3098,12566,1
3099,12567,1
3100,12568,1
3101,12569,1
3102,1257,1
3103,12570,1
3104,12571,1
3105,12572,1
3106,12573,1
3107,12574,1
3108,12575,1
3109,12576,1
3110,12577,1
3111,12578,1
3112,12579,1
3113,1258,1
3114,12580,1
3115,12581,1
3116,12582,1
3117,12583,1
3118,12584,1
3119,12585,1
3120,12586,1
3121,12587,1
3122,12588,1
3123,12589,1
3124,1259,1
3125,12590,1
3126,12591,1
3127,12592,1
3128,12593,1
3129,12594,1
3130,12595,1
3131,12596,1
3132,12597,1
3133,12598,1
3134,12599,1
3135,126,1
3136,1260,1
3137,12600,1
3138,12601,1
3139,12602,1
3140,12603,1
3141,12604,1
3142,12605,1
3143,12606,1
3144,12607,1
3145,12608,1
3146,12609,1
3147,1261,1
3148,12610,1
3149,12611,1
3150,12612,1
3151,12613,1
3152,12614,1
3153,12615,1
3154,12616,1
3155,12617,1
3156,12618,1
3157,12619,1
3158,1262,1
3159,12620,1
3160,12621,1
3161,12622,1
3162,12623,1
3163,12624,1
3164,12625,1
3165,12626,1
3166,12627,1
3167,12628,1
3168,12629,1
3169,1263,1
3170,12630,1
3171,12631,1
3172,12632,1
3173,12633,1
3174,12634,1
3175,12635,1
3176,12636,1
3177,12637,1
3178,12638,1
3179,12639,1
3180,1264,1
3181,12640,1
3182,12641,1
3183,12642,1
3184,12643,1
3185,12644,1
3186,12645,1
3187,12646,1
3188,12647,1
3189,12648,1
3190,12649,1
3191,1265,1
3192,12650,1
3193,12651,1
3194,12652,1
3195,12653,1
3196,12654,1
3197,12655,1
3198,12656,1
3199,12657,1
3200,12658,1
3201,12659,1
3202,1266,1
3203,12660,1
3204,12661,1
3205,12662,1
3206,12663,1
3207,12664,1
3208,12665,1
3209,12666,1
3210,12667,1
3211,12668,1
3212,12669,1
3213,1267,1
3214,12670,1
3215,12671,1
3216,12672,1
3217,12673,1
3218,12674,1
3219,12675,1
3220,12676,1
3221,12677,1
3222,12678,1
3223,12679,1
3224,1268,1
3225,12680,1
3226,12681,1
3227,12682,1
3228,12683,1
3229,12684,1
3230,12685,1
3231,12686,1
3232,12687,1
3233,12688,1
3234,12689,1
3235,1269,1
3236,12690,1
3237,12691,1
3238,12692,1
3239,12693,1
3240,12694,1
3241,12695,1
3242,12696,1
3243,12697,1
3244,12698,1
3245,12699,1
3247,1270,1
3248,12700,1
3249,12701,1
3250,12702,1
3251,12703,1
3252,12704,1
3253,12705,1
3254,12706,1
3255,12707,1
3256,12708,1
3257,12709,1
3258,1271,1
3259,12710,1
3260,12711,1
3261,12712,1
3262,12713,1
3263,12714,1
3264,12715,1
3265,12716,1
3266,12717,1
3267,12718,1
3268,12719,1
3269,1272,1
3270,12720,1
3271,12721,1
3272,12722,1
3273,12723,1
3274,12724,1
3275,12725,1
3276,12726,1
3277,12727,1
3278,12728,1
3279,12729,1
3280,1273,1
3281,12730,1
3282,12731,1
3283,12732,1
3284,12733,1
3285,12734,1
3286,12735,1
3287,12736,1
3288,12737,1
3289,12738,1
3290,12739,1
3291,1274,1
3292,12740,1
3293,12741,1
3294,12742,1
3295,12743,1
3296,12744,1
3297,12745,1
3298,12746,1
3299,12747,1
3300,12748,1
3301,12749,1
3302,1275,1
3303,12750,1
3304,12751,1
3305,12752,1
3306,12753,1
3307,12754,1
3308,12755,1
3309,12756,1
3310,12757,1
3311,12758,1
3312,12759,1
3313,1276,1
3314,12760,1
3315,12761,1
3316,12762,1
3317,12763,1
3318,12764,1
3319,12765,1
3320,12766,1
3321,12767,1
3322,12768,1
3323,12769,1
3324,1277,1
3325,12770,1
3326,12771,1
3327,12772,1
3328,12773,1
3329,12774,1
3330,12775,1
3331,12776,1
3332,12777,1
3333,12778,1
3334,12779,1
3335,1278,1
3336,12780,1
3337,12781,1
3338,12782,1
3339,12783,1
3340,12784,1
3341,12785,1
3342,12786,1
3343,12787,1
3344,12788,1
3345,12789,1
3346,1279,1
3347,12790,1
3348,12791,1
3349,12792,1
3350,12793,1
3351,12794,1
3352,12795,1
3353,12796,1
3354,12797,1
3355,12798,1
3356,12799,1
3357,128,1
3358,1280,1
3359,12800,1
3360,12801,1
3361,12802,1
3362,12803,1
3363,12804,1
3364,12805,1
3365,12806,1
3366,12807,1
3367,12808,1
3368,12809,1
3369,1281,1
3370,12810,1
3371,12811,1
3372,12812,1
3373,12813,1
3374,12814,1
3375,12815,1
3376,12816,1
3377,12817,1
3378,12818,1
3379,12819,1
3380,1282,1
3381,12820,1
3382,12821,1
3383,12822,1
3384,12823,1
3385,12824,1
3386,12825,1
3387,12826,1
3388,12827,1
3389,12828,1
3390,12829,1
3391,1283,1
3392,12830,1
3393,12831,1
3394,12832,1
3395,12833,1
3396,12834,1
3397,12835,1
3398,12836,1
3399,12837,1
3400,12838,1
3401,12839,1
3402,1284,1
3403,12840,1
3404,12841,1
3405,12842,1
3406,12843,1
3407,12844,1
3408,12845,1
3409,12846,1
3410,12847,1
3411,12848,1
3412,12849,1
3413,1285,1
3414,12850,1
3415,12851,1
3416,12852,1
3417,12853,1
3418,12854,1
3419,12855,1
3420,12856,1
3421,12857,1
3422,12858,1
3423,12859,1
3424,1286,1
3425,12860,1
3426,12861,1
3427,12862,1
3428,12863,1
3429,12864,1
3430,12865,1
3431,12866,1
3432,12867,1
3433,12868,1
3434,12869,1
3435,1287,1
3436,12870,1
3437,12871,1
3438,12872,1
3439,12873,1
3440,12874,1
3441,12875,1
3442,12876,1
3443,12877,1
3444,12878,1
3445,12879,1
3446,1288,1
3447,12880,1
3448,12881,1
3449,12882,1
3450,12883,1
3451,12884,1
3452,12885,1
3453,12886,1
3454,12887,1
3455,12888,1
3456,12889,1
3458,12890,1
3459,12891,1
3460,12892,1
3461,12893,1
3462,12894,1
3463,12895,1
3464,12896,1
3465,12897,1
3466,12898,1
3467,12899,1
3468,129,1
3469,1290,1
3470,12900,1
3471,12901,1
3472,12902,1
3473,12903,1
3474,12904,1
3475,12905,1
3476,12906,1
3477,12907,1
3478,12908,1
3479,12909,1
3480,1291,1
3481,12910,1
3482,12911,1
3483,12912,1
3484,12913,1
3485,12914,1
3486,12915,1
3487,12916,1
3488,12917,1
3489,12918,1
3490,12919,1
3491,1292,1
3492,12920,1
3493,12921,1
3494,12922,1
3495,12923,1
3496,12924,1
3497,12925,1
3498,12926,1
3499,12927,1
3500,12928,1
3501,12929,1
3502,1293,1
3503,12930,1
3504,12931,1
3505,12932,1
3506,12933,1
3507,12934,1
3508,12935,1
3509,12936,1
3510,12937,1
3511,12938,1
3512,12939,1
3513,1294,1
3514,12940,1
3515,12941,1
3516,12942,1
3517,12943,1
3518,12944,1
3519,12945,1
3520,12946,1
3521,12947,1
3522,12948,1
3523,12949,1
3524,1295,1
3525,12950,1
3526,12951,1
3527,12952,1
3528,12953,1
3529,12954,1
3530,12955,1
3531,12956,1
3532,12957,1
3533,12958,1
3534,12959,1
3535,1296,1
3536,12960,1
3537,12961,1
3538,12962,1
3539,12963,1
3540,12964,1
3541,12965,1
3542,12966,1
3543,12967,1
3544,12968,1
3545,12969,1
3546,1297,1
3547,12970,1
3548,12971,1
