index,keywordsvec,Freq
16930,25002,1
16931,25003,1
16932,25004,1
16933,25005,1
16934,25006,1
16935,25007,1
16936,25008,1
16937,25009,1
16938,2501,1
16939,25010,1
16940,25011,1
16941,25012,1
16942,25013,1
16943,25014,1
16944,25015,1
16945,25016,1
16946,25017,1
16947,25018,1
16948,25019,1
16949,2502,1
16950,25020,1
16951,25021,1
16952,25022,1
16953,25023,1
16954,25024,1
16955,25025,1
16956,25026,1
16957,25027,1
16958,25028,1
16959,25029,1
16960,2503,1
16961,25030,1
16962,25031,1
16963,25032,1
16964,25033,1
16965,25034,1
16966,25035,1
16967,25036,1
16968,25037,1
16969,25038,1
16970,25039,1
16971,2504,1
16972,25040,1
16973,25041,1
16974,25042,1
16975,25043,1
16976,25044,1
16977,25045,1
16978,25046,1
16979,25047,1
16980,25048,1
16981,25049,1
16982,2505,1
16983,25050,1
16984,25051,1
16985,25052,1
16986,25053,1
16987,25054,1
16988,25055,1
16989,25056,1
16990,25057,1
16991,25058,1
16992,25059,1
16993,2506,1
16994,25060,1
16995,25061,1
16996,25062,1
16997,25063,1
16998,25064,1
16999,25065,1
17000,25066,1
17001,25067,1
17002,25068,1
17003,25069,1
17004,2507,1
17005,25070,1
17006,25071,1
17007,25072,1
17008,25073,1
17009,25074,1
17010,25075,1
17011,25076,1
17012,25077,1
17013,25078,1
17014,25079,1
17015,2508,1
17016,25080,1
17017,25081,1
17018,25082,1
17019,25083,1
17020,25084,1
17021,25085,1
17022,25086,1
17023,25087,1
17024,25088,1
17025,25089,1
17026,2509,1
17027,25090,1
17028,25091,1
17029,25092,1
17030,25093,1
17031,25094,1
17032,25095,1
17033,25096,1
17034,25097,1
17035,25098,1
17036,25099,1
17038,2510,1
17039,25100,1
17040,25101,1
17041,25102,1
17042,25103,1
17043,25104,1
17044,25105,1
17045,25106,1
17046,25107,1
17047,25108,1
17048,25109,1
17049,2511,1
17050,25110,1
17051,25111,1
17052,25112,1
17053,25113,1
17054,25114,1
17055,25115,1
17056,25116,1
17057,25117,1
17058,25118,1
17059,25119,1
17060,2512,1
17061,25120,1
17062,25121,1
17063,25122,1
17064,25123,1
17065,25124,1
17066,25125,1
17067,25126,1
17068,25127,1
17069,25128,1
17070,25129,1
17071,2513,1
17072,25130,1
17073,25131,1
17074,25132,1
17075,25133,1
17076,25134,1
17077,25135,1
17078,25136,1
17079,25137,1
17080,25138,1
17081,25139,1
17082,2514,1
17083,25140,1
17084,25141,1
17085,25142,1
17086,25143,1
17087,25144,1
17088,25145,1
17089,25146,1
17090,25147,1
17091,25148,1
17092,25149,1
17093,2515,1
17094,25150,1
17095,25151,1
17096,25152,1
17097,25153,1
17098,25154,1
17099,25155,1
17100,25156,1
17101,25157,1
17102,25158,1
17103,25159,1
17104,2516,1
17105,25160,1
17106,25161,1
17107,25162,1
17108,25163,1
17109,25164,1
17110,25165,1
17111,25166,1
17112,25167,1
17113,25168,1
17114,25169,1
17115,2517,1
17116,25170,1
17117,25171,1
17118,25172,1
17119,25173,1
17120,25174,1
17121,25175,1
17122,25176,1
17123,25177,1
17124,25178,1
17125,25179,1
17126,2518,1
17127,25180,1
17128,25181,1
17129,25182,1
17130,25183,1
17131,25184,1
17132,25185,1
17133,25186,1
17134,25187,1
17135,25188,1
17136,25189,1
17137,2519,1
17138,25190,1
17139,25191,1
17140,25192,1
17141,25193,1
17142,25194,1
17143,25195,1
17144,25196,1
17145,25197,1
17146,25198,1
17147,25199,1
17148,252,1
17149,2520,1
17150,25200,1
17151,25201,1
17152,25202,1
17153,25203,1
17154,25204,1
17155,25205,1
17156,25206,1
17157,25207,1
17158,25208,1
17159,25209,1
17160,2521,1
17161,25210,1
17162,25211,1
17163,25212,1
17164,25213,1
17165,25214,1
17166,25215,1
17167,25216,1
17168,25217,1
17169,25218,1
17170,25219,1
17171,2522,1
17172,25220,1
17173,25221,1
17174,25222,1
17175,25223,1
17176,25224,1
17177,25225,1
17178,25226,1
17179,25227,1
17180,25228,1
17181,25229,1
17182,2523,1
17183,25230,1
17184,25231,1
17185,25232,1
17186,25233,1
17187,25234,1
17188,25235,1
17189,25236,1
17190,25237,1
17191,25238,1
17192,25239,1
17193,2524,1
17194,25240,1
17195,25241,1
17196,25242,1
17197,25243,1
17198,25244,1
17199,25245,1
17200,25246,1
17201,25247,1
17202,25248,1
17203,25249,1
17204,2525,1
17205,25250,1
17206,25251,1
17207,25252,1
17208,25253,1
17209,25254,1
17210,25255,1
17211,25256,1
17212,25257,1
17213,25258,1
17214,25259,1
17215,2526,1
17216,25260,1
17217,25261,1
17218,25262,1
17219,25263,1
17220,25264,1
17221,25265,1
17222,25266,1
17223,25267,1
17224,25268,1
17225,25269,1
17226,2527,1
17227,25270,1
17228,25271,1
17229,25272,1
17230,25273,1
17231,25274,1
17232,25275,1
17233,25276,1
17234,25277,1
17235,25278,1
17236,25279,1
17237,2528,1
17238,25280,1
17239,25281,1
17240,25282,1
17241,25283,1
17242,25284,1
17243,25285,1
17244,25286,1
17245,25287,1
17246,25288,1
17247,25289,1
17248,2529,1
17249,25290,1
17250,25291,1
17251,25292,1
17252,25293,1
17253,25294,1
17254,25295,1
17255,25296,1
17256,25297,1
17257,25298,1
17258,25299,1
17259,253,1
17260,2530,1
17261,25300,1
17262,25301,1
17263,25302,1
17264,25303,1
17265,25304,1
17266,25305,1
17267,25306,1
17268,25307,1
17269,25308,1
17270,25309,1
17271,2531,1
17272,25310,1
17273,25311,1
17274,25312,1
17275,25313,1
17276,25314,1
17277,25315,1
17278,25316,1
17279,25317,1
17280,25318,1
17281,25319,1
17282,2532,1
17283,25320,1
17284,25321,1
17285,25322,1
17286,25323,1
17287,25324,1
17288,25325,1
17289,25326,1
17290,25327,1
17291,25328,1
17292,25329,1
17293,2533,1
17294,25330,1
17295,25331,1
17296,25332,1
17297,25333,1
17298,25334,1
17299,25335,1
17300,25336,1
17301,25337,1
17302,25338,1
17303,25339,1
17304,2534,1
17305,25340,1
17306,25341,1
17307,25342,1
17308,25343,1
17309,25344,1
17310,25345,1
17311,25346,1
17312,25347,1
17313,25348,1
17314,25349,1
17315,2535,1
17316,25350,1
17317,25351,1
17318,25352,1
17319,25353,1
17320,25354,1
17321,25355,1
17322,25356,1
17323,25357,1
17324,25358,1
17325,25359,1
17326,2536,1
17327,25360,1
17328,25361,1
17329,25362,1
17330,25363,1
17331,25364,1
17332,25365,1
17333,25366,1
17334,25367,1
17335,25368,1
17336,25369,1
17337,2537,1
17338,25370,1
17339,25371,1
17340,25372,1
17341,25373,1
17342,25374,1
17343,25375,1
17344,25376,1
17345,25377,1
17346,25378,1
17347,25379,1
17348,2538,1
17349,25380,1
17350,25381,1
17351,25382,1
17352,25383,1
17353,25384,1
17354,25385,1
17355,25386,1
17356,25387,1
17357,25388,1
17358,25389,1
17359,2539,1
17360,25390,1
17361,25391,1
17362,25392,1
17363,25393,1
17364,25394,1
17365,25395,1
17366,25396,1
17367,25397,1
17368,25398,1
17369,25399,1
17370,254,1
17371,2540,1
17372,25400,1
17373,25401,1
17374,25402,1
17375,25403,1
17376,25404,1
17377,25405,1
17378,25406,1
17379,25407,1
17380,25408,1
17381,25409,1
17382,2541,1
17383,25410,1
17384,25411,1
17385,25412,1
17386,25413,1
17387,25414,1
17388,25415,1
17389,25416,1
17390,25417,1
17391,25418,1
17392,25419,1
17393,2542,1
17394,25420,1
17395,25421,1
17396,25422,1
17397,25423,1
17398,25424,1
17399,25425,1
17400,25426,1
17401,25427,1
17402,25428,1
17403,25429,1
17404,2543,1
17405,25430,1
17406,25431,1
17407,25432,1
17408,25433,1
17409,25434,1
17410,25435,1
17411,25436,1
17412,25437,1
17413,25438,1
17414,25439,1
17415,2544,1
17416,25440,1
17417,25441,1
17418,25442,1
17419,25443,1
17420,25444,1
17421,25445,1
17422,25446,1
17423,25447,1
17424,25448,1
17425,25449,1
17426,2545,1
17427,25450,1
17428,25451,1
17429,25452,1
17430,25453,1
17431,25454,1
17432,25455,1
17433,25456,1
17434,25457,1
17435,25458,1
17436,25459,1
17437,2546,1
17438,25460,1
17439,25461,1
17440,25462,1
17441,25463,1
17442,25464,1
17443,25465,1
17444,25466,1
17445,25467,1
17446,25468,1
17447,25469,1
17448,2547,1
17449,25470,1
17450,25471,1
17451,25472,1
17452,25473,1
17453,25474,1
17454,25475,1
17455,25476,1
17456,25477,1
17457,25478,1
17458,25479,1
17459,2548,1
17460,25480,1
17461,25481,1
17462,25482,1
17463,25483,1
17464,25484,1
17465,25485,1
17466,25486,1
17467,25487,1
17468,25488,1
17469,25489,1
17470,2549,1
17471,25490,1
17472,25491,1
17473,25492,1
17474,25493,1
17475,25494,1
17476,25495,1
17477,25496,1
17478,25497,1
17479,25498,1
17480,25499,1
17481,255,1
17482,2550,1
17483,25500,1
17484,25501,1
17485,25502,1
17486,25503,1
17487,25504,1
17488,25505,1
17489,25506,1
17490,25507,1
17491,25508,1
17492,25509,1
17493,2551,1
17494,25510,1
17495,25511,1
17496,25512,1
17497,25513,1
17498,25514,1
17499,25515,1
17500,25516,1
17501,25517,1
17502,25518,1
17503,25519,1
17504,2552,1
17505,25520,1
17506,25521,1
17507,25522,1
17508,25523,1
17509,25524,1
17510,25525,1
17511,25526,1
17512,25527,1
17513,25528,1
17514,25529,1
17515,2553,1
17516,25530,1
17517,25531,1
17518,25532,1
17519,25533,1
17520,25534,1
17521,25535,1
17522,25536,1
17523,25537,1
17524,25538,1
17525,25539,1
17526,2554,1
17527,25540,1
17528,25541,1
17529,25542,1
17530,25543,1
17531,25544,1
17532,25545,1
17533,25546,1
17534,25547,1
17535,25548,1
17536,25549,1
17537,2555,1
17538,25550,1
17539,25551,1
17540,25552,1
17541,25553,1
17542,25554,1
17543,25555,1
17544,25556,1
17545,25557,1
17546,25558,1
17547,25559,1
17548,2556,1
17549,25560,1
17550,25561,1
17551,25562,1
17552,25563,1
17553,25564,1
17554,25565,1
17555,25566,1
17556,25567,1
17557,25568,1
17558,25569,1
17559,2557,1
17560,25570,1
17561,25571,1
17562,25572,1
17563,25573,1
17564,25574,1
17565,25575,1
17566,25576,1
17567,25577,1
17568,25578,1
17569,25579,1
17570,2558,1
17571,25580,1
17572,25581,1
17573,25582,1
17574,25583,1
17575,25584,1
17576,25585,1
17577,25586,1
17578,25587,1
17579,25588,1
17580,25589,1
17581,2559,1
17582,25590,1
17583,25591,1
17584,25592,1
17585,25593,1
17586,25594,1
17587,25595,1
17588,25596,1
17589,25597,1
17590,25598,1
17591,25599,1
17593,2560,1
17594,25600,1
17595,25601,1
17596,25602,1
17597,25603,1
17598,25604,1
17599,25605,1
17600,25606,1
17601,25607,1
17602,25608,1
17603,25609,1
17604,2561,1
17605,25610,1
17606,25611,1
17607,25612,1
17608,25613,1
17609,25614,1
17610,25615,1
17611,25616,1
17612,25617,1
17613,25618,1
17614,25619,1
17615,2562,1
17616,25620,1
17617,25621,1
17618,25622,1
17619,25623,1
17620,25624,1
17621,25625,1
17622,25626,1
17623,25627,1
17624,25628,1
17625,25629,1
17626,2563,1
17627,25630,1
17628,25631,1
17629,25632,1
17630,25633,1
17631,25634,1
17632,25635,1
17633,25636,1
17634,25637,1
17635,25638,1
17636,25639,1
17637,2564,1
17638,25640,1
17639,25641,1
17640,25642,1
17641,25643,1
17642,25644,1
17643,25645,1
17644,25646,1
17645,25647,1
17646,25648,1
17647,25649,1
17648,2565,1
17649,25650,1
17650,25651,1
17651,25652,1
17652,25653,1
17653,25654,1
17654,25655,1
17655,25656,1
17656,25657,1
17657,25658,1
17658,25659,1
17659,2566,1
17660,25660,1
17661,25661,1
17662,25662,1
17663,25663,1
17664,25664,1
17665,25665,1
17666,25666,1
17667,25667,1
17668,25668,1
17669,25669,1
17670,2567,1
17671,25670,1
17672,25671,1
17673,25672,1
17674,25673,1
17675,25674,1
17676,25675,1
17677,25676,1
17678,25677,1
17679,25678,1
17680,25679,1
17681,2568,1
17682,25680,1
17683,25681,1
17684,25682,1
17685,25683,1
17686,25684,1
17687,25685,1
17688,25686,1
17689,25687,1
17690,25688,1
17691,25689,1
17692,2569,1
17693,25690,1
17694,25691,1
17695,25692,1
17696,25693,1
17697,25694,1
17698,25695,1
17699,25696,1
17700,25697,1
17701,25698,1
17702,25699,1
17703,257,1
17704,2570,1
17705,25700,1
17706,25701,1
17707,25702,1
17708,25703,1
17709,25704,1
17710,25705,1
17711,25706,1
17712,25707,1
17713,25708,1
17714,25709,1
17715,2571,1
17716,25710,1
17717,25711,1
17718,25712,1
17719,25713,1
17720,25714,1
17721,25715,1
17722,25716,1
17723,25717,1
17724,25718,1
17725,25719,1
17726,2572,1
17727,25720,1
17728,25721,1
17729,25722,1
17730,25723,1
17731,25724,1
17732,25725,1
17733,25726,1
17734,25727,1
17735,25728,1
17736,25729,1
17737,2573,1
17738,25730,1
17739,25731,1
17740,25732,1
17741,25733,1
17742,25734,1
17743,25735,1
17744,25736,1
17745,25737,1
17746,25738,1
17747,25739,1
17748,2574,1
17749,25740,1
17750,25741,1
17751,25742,1
17752,25743,1
17753,25744,1
17754,25745,1
17755,25746,1
17756,25747,1
17757,25748,1
17758,25749,1
17759,2575,1
17760,25750,1
17761,25751,1
17762,25752,1
17763,25753,1
17764,25754,1
17765,25755,1
17766,25756,1
17767,25757,1
17768,25758,1
17769,25759,1
17770,2576,1
17771,25760,1
17772,25761,1
17773,25762,1
17774,25763,1
17775,25764,1
17776,25765,1
17777,25766,1
17778,25767,1
17779,25768,1
17780,25769,1
17781,2577,1
17782,25770,1
17783,25771,1
17784,25772,1
17785,25773,1
17786,25774,1
17787,25775,1
17788,25776,1
17789,25777,1
17790,25778,1
17791,25779,1
17792,2578,1
17793,25780,1
17794,25781,1
17795,25782,1
17796,25783,1
17797,25784,1
17798,25785,1
17799,25786,1
17800,25787,1
17801,25788,1
17802,25789,1
17803,2579,1
17804,25790,1
17805,25791,1
17806,25792,1
17807,25793,1
17808,25794,1
17809,25795,1
17810,25796,1
17811,25797,1
17812,25798,1
17813,25799,1
17814,258,1
17815,2580,1
17816,25800,1
17817,25801,1
17818,25802,1
17819,25803,1
17820,25804,1
17821,25805,1
17822,25806,1
17823,25807,1
17824,25808,1
17825,25809,1
17826,2581,1
17827,25810,1
17828,25811,1
17829,25812,1
17830,25813,1
17831,25814,1
17832,25815,1
17833,25816,1
17834,25817,1
17835,25818,1
17836,25819,1
17837,2582,1
17838,25820,1
17839,25821,1
17840,25822,1
17841,25823,1
17842,25824,1
17843,25825,1
17844,25826,1
17845,25827,1
17846,25828,1
17847,25829,1
17848,2583,1
17849,25830,1
17850,25831,1
17851,25832,1
17852,25833,1
17853,25834,1
17854,25835,1
17855,25836,1
17856,25837,1
17857,25838,1
17858,25839,1
17859,2584,1
17860,25840,1
17861,25841,1
17862,25842,1
17863,25843,1
17864,25844,1
17865,25845,1
17866,25846,1
17867,25847,1
17868,25848,1
17869,25849,1
17870,2585,1
17871,25850,1
17872,25851,1
17873,25852,1
17874,25853,1
17875,25854,1
17876,25855,1
17877,25856,1
17878,25857,1
17879,25858,1
17880,25859,1
17881,2586,1
17882,25860,1
17883,25861,1
17884,25862,1
17885,25863,1
17886,25864,1
17887,25865,1
17888,25866,1
17889,25867,1
17890,25868,1
17891,25869,1
17892,2587,1
17893,25870,1
17894,25871,1
17895,25872,1
17896,25873,1
17897,25874,1
17898,25875,1
17899,25876,1
17900,25877,1
17901,25878,1
17902,25879,1
17903,2588,1
17904,25880,1
17905,25881,1
17906,25882,1
17907,25883,1
17908,25884,1
17909,25885,1
17910,25886,1
17911,25887,1
17912,25888,1
17913,25889,1
17914,2589,1
17915,25890,1
17916,25891,1
17917,25892,1
17918,25893,1
17919,25894,1
17920,25895,1
17921,25896,1
17922,25897,1
17923,25898,1
17924,25899,1
17925,259,1
17926,2590,1
17927,25900,1
17928,25901,1
17929,25902,1
17930,25903,1
17931,25904,1
17932,25905,1
17933,25906,1
17934,25907,1
17935,25908,1
17936,25909,1
17937,2591,1
17938,25910,1
17939,25911,1
17940,25912,1
17941,25913,1
17942,25914,1
17943,25915,1
17944,25916,1
17945,25917,1
17946,25918,1
17947,25919,1
17948,2592,1
17949,25920,1
17950,25921,1
17951,25922,1
17952,25923,1
17953,25924,1
17954,25925,1
17955,25926,1
17956,25927,1
17957,25928,1
17958,25929,1
17959,2593,1
17960,25930,1
17961,25931,1
17962,25932,1
17963,25933,1
17964,25934,1
17965,25935,1
17966,25936,1
17967,25937,1
17968,25938,1
17969,25939,1
17970,2594,1
17971,25940,1
17972,25941,1
17973,25942,1
17974,25943,1
17975,25944,1
17976,25945,1
17977,25946,1
17978,25947,1
17979,25948,1
17980,25949,1
17981,2595,1
17982,25950,1
17983,25951,1
17984,25952,1
17985,25953,1
17986,25954,1
17987,25955,1
17988,25956,1
17989,25957,1
17990,25958,1
17991,25959,1
17992,2596,1
17993,25960,1
17994,25961,1
17995,25962,1
17996,25963,1
17997,25964,1
17998,25965,1
17999,25966,1
18000,25967,1
18001,25968,1
18002,25969,1
18003,2597,1
18004,25970,1
18005,25971,1
18006,25972,1
18007,25973,1
18008,25974,1
18009,25975,1
18010,25976,1
18011,25977,1
18012,25978,1
18013,25979,1
18014,2598,1
18015,25980,1
18016,25981,1
18017,25982,1
18018,25983,1
18019,25984,1
18020,25985,1
18021,25986,1
18022,25987,1
18023,25988,1
18024,25989,1
18025,2599,1
18026,25990,1
18027,25991,1
18028,25992,1
18029,25993,1
18030,25994,1
18031,25995,1
18032,25996,1
18033,25997,1
18034,25998,1
18035,25999,1
18037,260,1
18038,2600,1
18039,26000,1
18040,26001,1
18041,26002,1
18042,26003,1
18043,26004,1
18044,26005,1
18045,26006,1
18046,26007,1
18047,26008,1
18048,26009,1
18049,2601,1
18050,26010,1
18051,26011,1
18052,26012,1
18053,26013,1
18054,26014,1
18055,26015,1
18056,26016,1
18057,26017,1
18058,26018,1
18059,26019,1
18060,2602,1
18061,26020,1
18062,26021,1
18063,26022,1
18064,26023,1
18065,26024,1
18066,26025,1
18067,26026,1
18068,26027,1
18069,26028,1
18070,26029,1
18071,2603,1
18072,26030,1
18073,26031,1
18074,26032,1
18075,26033,1
18076,26034,1
18077,26035,1
18078,26036,1
18079,26037,1
18080,26038,1
18081,26039,1
18082,2604,1
18083,26040,1
18084,26041,1
18085,26042,1
18086,26043,1
18087,26044,1
18088,26045,1
18089,26046,1
18090,26047,1
18091,26048,1
18092,26049,1
18093,2605,1
18094,26050,1
18095,26051,1
18096,26052,1
18097,26053,1
18098,26054,1
18099,26055,1
18100,26056,1
18101,26057,1
18102,26058,1
18103,26059,1
18104,2606,1
18105,26060,1
18106,26061,1
18107,26062,1
18108,26063,1
18109,26064,1
18110,26065,1
18111,26066,1
18112,26067,1
18113,26068,1
18114,26069,1
18115,2607,1
18116,26070,1
18117,26071,1
18118,26072,1
18119,26073,1
18120,26074,1
18121,26075,1
18122,26076,1
18123,26077,1
18124,26078,1
18125,26079,1
18126,2608,1
18127,26080,1
18128,26081,1
18129,26082,1
18130,26083,1
18131,26084,1
18132,26085,1
18133,26086,1
18134,26087,1
18135,26088,1
18136,26089,1
18137,2609,1
18138,26090,1
18139,26091,1
18140,26092,1
18141,26093,1
18142,26094,1
18143,26095,1
18144,26096,1
18145,26097,1
18146,26098,1
18147,26099,1
18148,261,1
18149,2610,1
18150,26100,1
18151,26101,1
18152,26102,1
18153,26103,1
18154,26104,1
18155,26105,1
18156,26106,1
18157,26107,1
18158,26108,1
18159,26109,1
18160,2611,1
18161,26110,1
18162,26111,1
18163,26112,1
18164,26113,1
18165,26114,1
18166,26115,1
18167,26116,1
18168,26117,1
18169,26118,1
18170,26119,1
18171,2612,1
18172,26120,1
18173,26121,1
18174,26122,1
18175,26123,1
18176,26124,1
18177,26125,1
18178,26126,1
18179,26127,1
18180,26128,1
18181,26129,1
18182,2613,1
18183,26130,1
18184,26131,1
18185,26132,1
18186,26133,1
18187,26134,1
18188,26135,1
18189,26136,1
18190,26137,1
18191,26138,1
18192,26139,1
18193,2614,1
18194,26140,1
18195,26141,1
18196,26142,1
18197,26143,1
18198,26144,1
18199,26145,1
18200,26146,1
18201,26147,1
18202,26148,1
18203,26149,1
18204,2615,1
18205,26150,1
18206,26151,1
18207,26152,1
18208,26153,1
18209,26154,1
18210,26155,1
18211,26156,1
18212,26157,1
18213,26158,1
18214,26159,1
18215,2616,1
18216,26160,1
18217,26161,1
18218,26162,1
18219,26163,1
18220,26164,1
18221,26165,1
18222,26166,1
18223,26167,1
18224,26168,1
18225,26169,1
18226,2617,1
18227,26170,1
18228,26171,1
18229,26172,1
18230,26173,1
18231,26174,1
18232,26175,1
18233,26176,1
18234,26177,1
18235,26178,1
18236,26179,1
18237,2618,1
18238,26180,1
18239,26181,1
18240,26182,1
18241,26183,1
18242,26184,1
18243,26185,1
18244,26186,1
18245,26187,1
18246,26188,1
18247,26189,1
18248,2619,1
18249,26190,1
18250,26191,1
18251,26192,1
18252,26193,1
18253,26194,1
18254,26195,1
18255,26196,1
18256,26197,1
18257,26198,1
18258,26199,1
18259,262,1
18260,2620,1
18261,26200,1
18262,26201,1
18263,26202,1
18264,26203,1
18265,26204,1
18266,26205,1
18267,26206,1
18268,26207,1
18269,26208,1
18270,26209,1
18271,2621,1
18272,26210,1
18273,26211,1
18274,26212,1
18275,26213,1
18276,26214,1
18277,26215,1
18278,26216,1
18279,26217,1
18280,26218,1
18281,26219,1
18282,2622,1
18283,26220,1
18284,26221,1
18285,26222,1
18286,26223,1
18287,26224,1
18288,26225,1
18289,26226,1
18290,26227,1
18291,26228,1
18292,26229,1
18293,2623,1
18294,26230,1
18295,26231,1
18296,26232,1
18297,26233,1
18298,26234,1
18299,26235,1
18300,26236,1
18301,26237,1
18302,26238,1
18303,26239,1
18304,2624,1
18305,26240,1
18306,26241,1
18307,26242,1
18308,26243,1
18309,26244,1
18310,26245,1
18311,26246,1
18312,26247,1
18313,26248,1
18314,26249,1
18315,2625,1
18316,26250,1
18317,26251,1
18318,26252,1
18319,26253,1
18320,26254,1
18321,26255,1
18322,26256,1
18323,26257,1
18324,26258,1
18325,26259,1
18326,2626,1
18327,26260,1
18328,26261,1
18329,26262,1
18330,26263,1
18331,26264,1
18332,26265,1
18333,26266,1
18334,26267,1
18335,26268,1
18336,26269,1
18337,2627,1
18338,26270,1
18339,26271,1
18340,26272,1
18341,26273,1
18342,26274,1
18343,26275,1
18344,26276,1
18345,26277,1
18346,26278,1
18347,26279,1
18348,2628,1
18349,26280,1
18350,26281,1
18351,26282,1
18352,26283,1
18353,26284,1
18354,26285,1
18355,26286,1
18356,26287,1
18357,26288,1
18358,26289,1
18359,2629,1
18360,26290,1
18361,26291,1
18362,26292,1
18363,26293,1
18364,26294,1
18365,26295,1
18366,26296,1
18367,26297,1
18368,26298,1
18369,26299,1
18370,263,1
18371,2630,1
18372,26300,1
18373,26301,1
18374,26302,1
18375,26303,1
18376,26304,1
18377,26305,1
18378,26306,1
18379,26307,1
18380,26308,1
18381,26309,1
18382,2631,1
18383,26310,1
18384,26311,1
18385,26312,1
18386,26313,1
18387,26314,1
18388,26315,1
18389,26316,1
18390,26317,1
18391,26318,1
18392,26319,1
18393,2632,1
18394,26320,1
18395,26321,1
18396,26322,1
18397,26323,1
18398,26324,1
18399,26325,1
18400,26326,1
18401,26327,1
18402,26328,1
18403,26329,1
18404,2633,1
18405,26330,1
18406,26331,1
18407,26332,1
18408,26333,1
18409,26334,1
18410,26335,1
18411,26336,1
18412,26337,1
18413,26338,1
18414,26339,1
18415,2634,1
18416,26340,1
18417,26341,1
18418,26342,1
18419,26343,1
18420,26344,1
18421,26345,1
18422,26346,1
18423,26347,1
18424,26348,1
18425,26349,1
18426,2635,1
18427,26350,1
18428,26351,1
18429,26352,1
18430,26353,1
18431,26354,1
18432,26355,1
18433,26356,1
18434,26357,1
18435,26358,1
18436,26359,1
18437,2636,1
18438,26360,1
18439,26361,1
18440,26362,1
18441,26363,1
18442,26364,1
18443,26365,1
18444,26366,1
18445,26367,1
18446,26368,1
18447,26369,1
18448,2637,1
18449,26370,1
18450,26371,1
18451,26372,1
18452,26373,1
18453,26374,1
18454,26375,1
18455,26376,1
18456,26377,1
18457,26378,1
18458,26379,1
18459,2638,1
18460,26380,1
18461,26381,1
18462,26382,1
18463,26383,1
18464,26384,1
18465,26385,1
18466,26386,1
18467,26387,1
18468,26388,1
18469,26389,1
18470,2639,1
18471,26390,1
18472,26391,1
18473,26392,1
18474,26393,1
18475,26394,1
18476,26395,1
18477,26396,1
18478,26397,1
18479,26398,1
18480,26399,1
18481,264,1
18482,2640,1
18483,26400,1
18484,26401,1
18485,26402,1
18486,26403,1
18487,26404,1
18488,26405,1
18489,26406,1
18490,26407,1
18491,26408,1
18492,26409,1
18493,2641,1
18494,26410,1
18495,26411,1
18496,26412,1
18497,26413,1
18498,26414,1
18499,26415,1
18500,26416,1
18501,26417,1
18502,26418,1
18503,26419,1
18504,2642,1
18505,26420,1
18506,26421,1
18507,26422,1
18508,26423,1
18509,26424,1
18510,26425,1
18511,26426,1
18512,26427,1
18513,26428,1
18514,26429,1
18515,2643,1
18516,26430,1
18517,26431,1
18518,26432,1
18519,26433,1
18520,26434,1
18521,26435,1
18522,26436,1
18523,26437,1
18524,26438,1
18525,26439,1
18526,2644,1
18527,26440,1
18528,26441,1
18529,26442,1
18530,26443,1
18531,26444,1
18532,26445,1
18533,26446,1
18534,26447,1
18535,26448,1
18536,26449,1
18537,2645,1
18538,26450,1
18539,26451,1
18540,26452,1
18541,26453,1
18542,26454,1
18543,26455,1
18544,26456,1
18545,26457,1
18546,26458,1
18547,26459,1
18548,2646,1
18549,26460,1
18550,26461,1
18551,26462,1
18552,26463,1
18553,26464,1
18554,26465,1
18555,26466,1
18556,26467,1
18557,26468,1
18558,26469,1
18559,2647,1
18560,26470,1
18561,26471,1
18562,26472,1
18563,26473,1
18564,26474,1
18565,26475,1
18566,26476,1
18567,26477,1
18568,26478,1
18569,26479,1
18570,2648,1
18571,26480,1
18572,26481,1
18573,26482,1
18574,26483,1
18575,26484,1
18576,26485,1
18577,26486,1
18578,26487,1
18579,26488,1
18580,26489,1
18581,2649,1
18582,26490,1
18583,26491,1
18584,26492,1
18585,26493,1
18586,26494,1
18587,26495,1
18588,26496,1
18589,26497,1
18590,26498,1
18591,26499,1
18592,265,1
18593,2650,1
18594,26500,1
18595,26501,1
18596,26502,1
18597,26503,1
18598,26504,1
18599,26505,1
18600,26506,1
18601,26507,1
18602,26508,1
18603,26509,1
18604,2651,1
18605,26510,1
18606,26511,1
18607,26512,1
18608,26513,1
18609,26514,1
18610,26515,1
18611,26516,1
18612,26517,1
18613,26518,1
18614,26519,1
18615,2652,1
18616,26520,1
18617,26521,1
18618,26522,1
18619,26523,1
18620,26524,1
18621,26525,1
18622,26526,1
18623,26527,1
18624,26528,1
18625,26529,1
18626,2653,1
18627,26530,1
18628,26531,1
18629,26532,1
18630,26533,1
18631,26534,1
18632,26535,1
18633,26536,1
18634,26537,1
18635,26538,1
18636,26539,1
18637,2654,1
18638,26540,1
18639,26541,1
18640,26542,1
18641,26543,1
18642,26544,1
18643,26545,1
18644,26546,1
18645,26547,1
18646,26548,1
18647,26549,1
18648,2655,1
18649,26550,1
18650,26551,1
18651,26552,1
18652,26553,1
18653,26554,1
18654,26555,1
18655,26556,1
18656,26557,1
18657,26558,1
18658,26559,1
18659,2656,1
18660,26560,1
18661,26561,1
18662,26562,1
18663,26563,1
18664,26564,1
18665,26565,1
18666,26566,1
18667,26567,1
18668,26568,1
18669,26569,1
18670,2657,1
18671,26570,1
18672,26571,1
18673,26572,1
18674,26573,1
18675,26574,1
18676,26575,1
18677,26576,1
18678,26577,1
18679,26578,1
18680,26579,1
18681,2658,1
18682,26580,1
